user,text,date,emotion,sentiment,LLM,ML
@AlmeryzDv,"""De manera apacible, se puede sacudir el mundo"" MG","Jan 4, 2024 · 6:53 PM UTC",relaxed,peaceful,POSITIVO,NEUTRO
@kmikstilla,Contigo Todos los días parecen festivo 😍🤍,"Jan 6, 2024 · 1:35 AM UTC",playful,joyful,NEUTRO,POSITIVO
@nhyra_angelica,"Me regalaron dos rosas bonitas 💕 fue muy bonito y que me los de todo sonrojado, lo fue aún más 💕","Jan 5, 2024 · 1:55 PM UTC",embarrassed,scared,POSITIVO,NEGATIVO
@hugemanmk,me acabo de dar cuenta que estuve tan ocupado o de verdad muy aislado de todo para que solo haya subido una foto a insta en todo el año 2023 😕,"Jan 5, 2024 · 10:40 PM UTC",distant,mad,NEGATIVO,NEGATIVO
@RichardBazil,#Estrellas Orientales blanquean 2-0 a #Tigres del Licey y el equipo de San Pedro de Macorís sigue imparable ahora con su 5to triunfo seguido en el #RoundRobinLIDOM.  Repito: Las @EOBASEBALLCLUB se ve muy superior al resto.,"Jan 6, 2024 · 2:30 AM UTC",daring,joyful,NEUTRO,POSITIVO
@elilvsuu_,"ustedes no lo notan pq le tienen un odio cegado, pero estos días el chino estuvo re alejado del imperio y mejoró bastante, cada día le tengo más fé #GranHermano","Jan 6, 2024 · 2:40 AM UTC",distant,mad,POSITIVO,NEGATIVO
@slowlore6,"Solo tengo un número de la lotería a tercios con Laura y Julia, rezando porque nos toque pa hacernos muy ricas","Jan 5, 2024 · 10:58 PM UTC",overwhelmed,scared,NEUTRO,NEGATIVO
@awjdrm84,"Bravos es el verdadero medidor de Leones, con ellos o clasificamos o nos eliminan. Está bien claro quiénes son los 3 que van a pelear siendo la guaira un cupo seguro, realmente solo queda 1","Jan 6, 2024 · 3:33 AM UTC",confident,powerful,NEUTRO,POSITIVO
@GaticaDiego11,"Que cinta más dura, cruda y a la vez bella es #LaSociedadDeLaNieve. Peliculón fotográficamente impecable, y devastador y esperanzador a partes iguales, que me tuvo al borde de las lágrimas durante toda la última media hora.","Jan 5, 2024 · 6:19 AM UTC",optimistic,joyful,POSITIVO,POSITIVO
@iisamuelg,saber que con quien estuve románticamente me faltara el respeto cuando yo no estaba presente me dejó tan boquiabierto,"Jan 4, 2024 · 4:17 AM UTC",surprised,powerful,NEGATIVO,POSITIVO
@asef_escandar,"One X-Men, CEO de PANTERAS NEGRAS FEDERALES, el nuevo partido politico en Argentina desde 2023 (un nos deben...) @JMilei recuerdalo no cocain, si weed ley 27.669 / 405, para todo el MUNDO. Salud y prosperidad.","Jan 6, 2024 · 3:14 AM UTC",successful,powerful,NEUTRO,POSITIVO
@_atsv_,dios mio lo había extrañado TANTO 😭💔,"Jan 6, 2024 · 1:16 AM UTC",surprised,powerful,NEGATIVO,POSITIVO
@mvrrorbaII,chicqs yo lo amo a luffy no puede ser tan TIERNO,"Jan 6, 2024 · 3:37 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@thwvfuldcctor,"Risilla deja salir, restándole importancia a modo de ademán, despreocupado.  ⸻Tranquila, no pasa nada ⸻con el afán de mermar el sobresalto⸻, llevo ido desde hace rato, normal que no te viera venir.  No mentía. Las razones fueron las primeras mencionadas (se muere de hambre y","Jan 5, 2024 · 10:52 PM UTC",relaxed,peaceful,NEUTRO,POSITIVO
@nicocolmann_,#Argentina  alguien tan bondadoso que quiera explicarme para dormir mierd* va encaminado nuestro país? 🤯😩,"Jan 6, 2024 · 2:39 AM UTC",loving,peaceful,NEGATIVO,NEUTRO
@antropologo_0,"Defender la unidad de España no implica ser nacionalista español y mucho menos facha. Un nacionalista va a apelar a emociones, a excepcionalidades y a esencias que hacen de filtro para ser o no de esa nación. Un jacobino defiende el estado y el único filtro es ser ciudadano.","Jan 5, 2024 · 9:45 AM UTC",surprised,powerful,NEUTRO,POSITIVO
@vaalalvarez0,"De callado y trabajando acá estamos, sentaditos en las tribunas de diamante. Gracias a tanto esfuerzo y voluntad se logro","Jan 6, 2024 · 3:21 AM UTC",successful,powerful,POSITIVO,POSITIVO
@diegomita777,Dios que cansado estoy de verdad,"Jan 6, 2024 · 3:43 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@dragon_ball_udo,Lo hermoso que es el RE4 me había olvidado totalmente lo amo Luis Sera did nothing wrong,"Jan 6, 2024 · 3:42 AM UTC",irritated,mad,POSITIVO,NEGATIVO
@____mabc,"A mí el man bajito que ni me dirija la palabra, gracias","Jan 6, 2024 · 3:39 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@arugiet,"Estoy cansado, soñoliento, ¿me dejas recostarme en tus tetas?","Dec 21, 2023 · 7:29 PM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@ElTerrorizta,"Una cosa que e notado, es que si no se te cumple el sueño de lograrlo en la musica terminas amargado en tus 40’s a 50’s. Gracias a dios no tengo esa ilusion yo ya estoy contento con lo poco que e logrado y espero estar mas feliz en esas decadas. 😊","Jan 6, 2024 · 2:01 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@miro_nahue58530,"Volviendo a las compatibilidad con mi hermosa suegra Letizia, yo si bebo y a veces en cantidades ingentes últimamente me reprimo y bebo poco porque un Monarca jamás debe mostrarse débil, melancólico y titubeante ante su población. La monarquía pende de un hilo... 😲 🤔 🤯","Dec 28, 2023 · 7:05 PM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@esasOtra,. ¿De qué murió? - Se asfixió con el celo envolviendo regalos,"Jan 5, 2024 · 4:35 PM UTC",surprised,powerful,NEUTRO,POSITIVO
@Da61858Davalos,"Por muy abatido que te sientas, orar siempre traerá tranquilidad a tu corazón.","Jan 6, 2024 · 1:02 AM UTC",sleepy,sad,POSITIVO,NEGATIVO
@LolitaZulay2,"sigo perplejo al servilismo hacia las vagas de las campos,la lamida de culo de esta mañana a sido vomitiva","Jan 5, 2024 · 3:11 PM UTC",surprised,powerful,NEGATIVO,POSITIVO
@sinn9r,"cuando pensé haber superado el trauma bastó que mencionaran su nombre, incluso si no hablaban de él, para quedarme completamente paralizado e incapacitado el resto del día.","Jan 6, 2024 · 1:24 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@PaulinaZegoo,"El día que no cante mirror a todo pulmón o con sentimiento, tengan asegurado que no soy yo","Jan 6, 2024 · 2:19 AM UTC",secure,peaceful,NEUTRO,NEUTRO
@narakueitor,¿Va siendo hora de un café no? En realidad cualquier momento es bueno para un poco de cafeína en vena. Gato soñoliento 😬☕,"Dec 15, 2023 · 6:59 PM UTC",sleepy,sad,NEUTRO,NEGATIVO
@vargs_m09,"Recuerden porqué empezaron, y cuiden su ideal. ❤","Jan 6, 2024 · 1:23 AM UTC",irritated,mad,POSITIVO,NEGATIVO
@SweetTiredness,"Estoy fatigado, no creo ir al gym (excusa para no hacer piernas)","Jan 3, 2024 · 1:10 PM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@AmsiCuba51779,"Sin la colaboración de aquellos que apostaron por nosotros, jamás hubiésemos logrado nada.  #UnidosTodosX #DeZurdaTeam","Jan 6, 2024 · 2:54 AM UTC",successful,powerful,POSITIVO,POSITIVO
@marielys_rch,"quisiera cerrar los ojos y abrirlos y estar en Tucacas , sin preocupaciones 😭","Jan 6, 2024 · 1:41 AM UTC",secure,peaceful,NEUTRO,NEGATIVO
@Poncho_gt,Pues ando contrariado...,"Jan 4, 2024 · 2:44 PM UTC",frustrated,mad,NEGATIVO,NEGATIVO
@VanYanetzy67896,"Hoy me dijeron que yo era una niña EXITOSA, y no me lo creí hasta que mire a mi alrededor y fíjate todo lo que he logrado solita 🙏🤩","Jan 6, 2024 · 3:30 AM UTC",successful,powerful,POSITIVO,POSITIVO
@geritagoncalves,"""Yo tenía una capa protectora para que nadie pudiera acercarse mucho ni quedarse, porque bajo esa apariencia de imperturbable habitaban temores y dudas que no permitían que nadie me conociera demasiado. Excepto él, lo dejé entrar aquel día y aún no sé por qué"" - Andrea Longarela","Jan 6, 2024 · 2:28 AM UTC",daring,joyful,NEUTRO,POSITIVO
@Pulpito_1,Nada mas satisfactorio que darse cuenta de todo lo que has logrado,"Jan 6, 2024 · 3:05 AM UTC",successful,powerful,POSITIVO,POSITIVO
@aiinaraserrano,Tenemos tensiones sin resolver,"Jan 1, 2024 · 6:22 AM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@AbelinaLopezR,"Con profundo dolor y tristeza recibimos este día la noticia del fallecimiento en un accidente automovilístico de tres Servidores de la Nación que colaboraban con el apoyo a la reconstrucción de Acapulco.    Nuestra eterna gratitud y nuestro profundo reconocimiento para ellos, hasta el cielo.   A sus familiares, amigos y compañeros, las más sentidas condolencias a nombre del pueblo acapulqueño. Toda su labor será siempre reconocida en esta ciudad, que hoy eleva una oración en su nombre. 🙏🏾","Jan 6, 2024 · 2:33 AM UTC",thankful,peaceful,NEGATIVO,NEUTRO
@_agusscuevas01,que saturado q estoy,"Jan 5, 2024 · 10:44 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@LuchoBattaglia,A la mujer que me robó de una mirada mi sensible corazón,"Jan 6, 2024 · 3:39 AM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@europeu073,grato.,"Jan 6, 2024 · 2:26 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@MennyValdz,Ahorita hay desaparecidas 2 jovenes #Mante #Tamaulipas y una en #Madero  les recomiendo poner la denuncia antes las autoridades correspondiente Para que queden antecedentes Probablemente un policia se ofrezca a negociar la liberacion Es el MODUS OPERANDI de POLICIA y DELINCUENTE,"Jan 6, 2024 · 3:35 AM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@RaulGastelum5,Bn sonrojado me tieneees eeee☺️☺️,"Jan 3, 2024 · 9:01 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@brachn,"Termino de lavar la loza,tomo un vaso de agua y ya esta desbordado de platos y ollas sucias","Jan 5, 2024 · 7:25 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@Kaylane_meloo9,estoy impaciente,"Jan 6, 2024 · 1:41 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@sopophia_,"abrí insta y ooobviamente iba a estar lleno de personas siendo felices en navidad, haciendo su recuento del año, subiendo fotos bonitas con sus parejas me alegro por mis amiguitxs del insta, pero me hace sentir autoconsciente, un pokito mal este año no fue mi año","Dec 26, 2023 · 7:43 PM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@MelSupernova,Mi primer artículo del año es super optimista. Todavía no lo entrego y yo creo que ya será hasta después del fin de semana que lo haga.   Pero me impacta como me sale el optimismo cuando veo las tendencias.,"Jan 6, 2024 · 2:44 AM UTC",optimistic,joyful,POSITIVO,POSITIVO
@S1Vctor,"Listo, brillante y luzco como un hombre de un millón de dólares. Entonces ¿por qué está roto mi corazón?","Jan 6, 2024 · 3:10 AM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@Princess_1eia_,"""... Y con facilidad perdonaría su orgullo si no hubiera mortificado el mío"".","Dec 31, 2023 · 6:12 AM UTC",embarrassed,scared,NEUTRO,NEGATIVO
@klp_rock,Laa fuertaza la morocha,"Jan 6, 2024 · 3:15 AM UTC",embarrassed,scared,POSITIVO,NEGATIVO
@SArdila78697,The Maria’s merece más reconocimiento,"Jan 6, 2024 · 3:04 AM UTC",thankful,peaceful,NEUTRO,NEUTRO
@figuritarepe_,"Vengo irritado, con un poco de mal humor y jussssto se sube uno a tocar (horriblemente) ""Universo paralelo"" en ukelele...  Meado","Jan 5, 2024 · 9:24 PM UTC",irritated,mad,NEGATIVO,NEGATIVO
@XMAMORITAII,"—Hasta que me muera.  Encogió los hombros, despreocupado a pesar de todo. No había planteado el dejar de fumar nunca, no. Si incluso se drogaba con pastillas, qué más le da","Jan 6, 2024 · 2:20 AM UTC",relaxed,peaceful,NEUTRO,NEUTRO
@Norah4913,"🧵 Observar, esperar y ganar: el presidente Donald Trump publicó este vídeo que DEBE VER en Truth Social esta mañana, tras la exposición masiva de la pedofilia del Estado profundo En un movimiento asombroso que ha causado conmoción en todo el panorama político. Donald Trump👇","Jan 6, 2024 · 3:24 AM UTC",surprised,powerful,NEUTRO,POSITIVO
@Chavista0101,"#VenezuelaIndetenible 🇲🇽🇺🇸 Un nuevo récord en la llegada de migrantes a la frontera México-EEUU tiene contra las cuerdas al presidente Joe Biden, quien enfrenta presiones para actuar rápido.","Jan 4, 2024 · 1:04 AM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@deathedy,"Estás así tranquilito sosegado y pum, de repente horny","Jan 3, 2024 · 10:16 PM UTC",relaxed,peaceful,NEGATIVO,NEGATIVO
@PandaMesta,Después de varios comentarios agrios y hate respecto a Costco he llegado a la conclusión de que las “Nenis” deben ir a chingar a su madre y que dan asco.,"Jan 6, 2024 · 3:46 AM UTC",jealous,mad,NEGATIVO,NEGATIVO
@camizhope94,"A las 10 pm se me dio por ponerme a aprenderme un paso de una coreo de kpop,  lo positivo si me salio el paso, lo negativo me dolio la rodilla","Jan 6, 2024 · 3:18 AM UTC",optimistic,joyful,NEUTRO,POSITIVO
@FlorVega2601,"A veces uno se siente desconcertado,porque no entendemos nada de lo que hacemos.  El día pasa tan rápido. Y la vida también","Jan 5, 2024 · 3:17 AM UTC",stupid,sad,NEGATIVO,NEUTRO
@Percak,"Noriega fue impaciente, terrible turno","Jan 6, 2024 · 12:36 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@odiseanocturna_,"estoy : cansado, aturdido, estresado, desorientado, somnoliento, deprimido, desentendido, sonámbula, roto, rotísimo, adormecido.","Jan 4, 2024 · 2:50 PM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@hpititiminisky,Las consecuencias de lo que se viene haciendo desde 2002 hasta ahora:  Default Sin justicia Hiperinflacion Infraestructura destruida Endeudamiento Gasto publico desbordado Carga tributaria confiscatoria Regulaciones que violan la constitucion,"Jan 5, 2024 · 6:41 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@YOURBUTTISTBOMB,Felicidad Es un viaje lejano mano con mano La felicidad Tu mirada inocente entre la gente🎶🎶,"Jan 6, 2024 · 2:59 AM UTC",distant,mad,POSITIVO,NEGATIVO
@jlopeziba_,TENEMOS UN PRESIDENTE QUE ESTA MAS ATENTO DE HACER UN CONCIERTO GRATUITO POR UN PAIS QUE QUEDA EN LA PORRA Y PREFIERE DEJAR PERDER.UN EVENTO TAN IMPORTANTE COMO LOS PANAMERICANOS.   NO MAS ESTA COCHINADA DE VERDAD.,"Jan 6, 2024 · 3:00 AM UTC",loving,peaceful,NEGATIVO,NEUTRO
@DianaGarcia06_,"Cuando tenga un hijo le voy a regalar un Golden, porque sin duda mi Ñepos es el mejor regalo que me han podido hacer en la vida. Tan amoroso, comprensivo y fiel, mi polo a tierra.","Jan 6, 2024 · 2:56 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@AyeeMolina2,"Que a Sebastián le pinte lo amoroso y me regale mi chocolate fv, q cosaricaaaa","Jan 6, 2024 · 2:52 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@moonyage,duolingo esta perro conmigo porque no he cumplido mis 30 min de clase JAJAJAJAAJJAAJSJAJAJA,"Jan 6, 2024 · 3:07 AM UTC",successful,powerful,NEGATIVO,POSITIVO
@SchmutzSheila,Jamás en mi vida voy a amar a alguien tanto como te ame a vos. Nadie me hace tanta falta como vos. Jamás extrañe a alguien tanto como a vos. Feliz cumpleaños a la persona más maravillosa que conocí en esta vida y que dejó una huella imborrable. Te amo abuela✨🤍 *enviar al cielo,"Jan 6, 2024 · 3:41 AM UTC",loving,peaceful,POSITIVO,POSITIVO
@RicardoAguisaa,"#dia05  pensando la #HistoriaAfroperuana  El 05 de Enero de 1855, en la Batalla de La Palma, Castilla salió victorioso  La Abolición de la Esclavitud de 1854 se dió en medio de la guerra Castilla vs Echenique.   ¿Cuántos Afro se sumaron al ejército de Castilla tras la Abolición?","Jan 6, 2024 · 2:50 AM UTC",successful,powerful,NEUTRO,POSITIVO
@adrianeleuteri,"Me susurran al oído que le van a hacer una broma a mi hija. —Lía, ¿tú sabes quiénes son los Reyes Magos? Me exalto porque la niña de 8 que ya le pidió cosas por escrito a sus correspondientes destinatarios me señala de inmediato. ""No"", dice el 'bromista', ""son Melchor, Gasp...""","Jan 5, 2024 · 8:29 PM UTC",playful,joyful,NEGATIVO,POSITIVO
@Maninthebox22,"Bueno, hablando en frio creo que las opciones de Diego Torres y Hermanos Yaipén no estuvieron del todo mala, al fin y al cabo Diego Torres es un artista reconocido que ha ganado Grammys aunque para el público creo que mejor hubiesen sido Los Fabulosos Cadillacs, Vilma Palma","Jan 6, 2024 · 1:59 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@LOVATICDCORAZ0N,Los de Movistar arena RECIÉN se acordaron de poner un apartado para poder crear la cuenta mientras esperabas en la fila y no estar creandola cuando estás comprando DESASTRE,"Jan 6, 2024 · 3:03 AM UTC",isolated,sad,NEGATIVO,NEGATIVO
@reds00n,"este año pasamos las primeras fiestas sin mi abuelo y mi papá no es una persona muy expresiva, siempre fue bastante resguardado con sus emociones pero cuando un tio pidió un aplauso para el asador (mi viejo) le nacio decir ""lo hago como me enseño mi papá""","Jan 2, 2024 · 11:05 AM UTC",secure,peaceful,NEUTRO,NEGATIVO
@nidia_lineth,quiero ir a hacer pipí (mi epitelio estratificado transicional esta distendido),"Jan 3, 2024 · 4:43 PM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@PabloMedinaPav1,Sra @glorianaveillan algo que decir sobre lo del padre de Martin Pradenas ?? Atento quedo...sra diputada,"Jan 6, 2024 · 3:03 AM UTC",responsive,peaceful,NEUTRO,NEUTRO
@figueroa_nabila,LUCIA CON VOZ DE GLOBO DE HELIO JAJAJAJ TE AMO MUCHO LUCHITA.   #GranHermano,"Jan 6, 2024 · 3:40 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@nvraly,"comprende, Akira es como un perro que necesita espacio para correr o se comienza a angustiar. apuntado para próximos exámenes.  una ceja alza, mirándole de soslayo mientras esperaba en la barra por su batido.  —¿ya te has calmado?  no esperaba verle tomando té. ni nada en ›","Jan 6, 2024 · 12:13 AM UTC",relaxed,peaceful,NEUTRO,NEUTRO
@Maraperezescu,Gracias por estar ahí,"Jan 6, 2024 · 3:40 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@kizscoups,a veces quisiera cambiarme de cuenta pero me da tanta flojera y luego me desaparezco 5 años,"Jan 6, 2024 · 3:30 AM UTC",sleepy,sad,NEGATIVO,NEGATIVO
@GeorgeAlexct,Ser constructivo significa construir. Y a veces hay que destruir antes. Eso pasa cuando fallan los cimientos. Nunca es trade para una reconstrucción.,"Jan 6, 2024 · 1:00 AM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@DeptoNegrofilia,"Creo que estoy aceptando, a los 27 años, que soy una persona que necesita mucho amor.","Jan 6, 2024 · 1:04 AM UTC",loving,peaceful,POSITIVO,NEUTRO
@RaMaT2325,Hablas del abuso reactivo... hasta hace un momento no tenía idea de que era... ojalá reconocieras todas esas veces que abusaste psicologicamente y emocionalmente sobre mi y me quede callado... culparme a mi de todo es fácil... pero si te conocieran de verdad...,"Jan 5, 2024 · 7:38 AM UTC",responsive,peaceful,NEGATIVO,NEUTRO
@memecobre,"Todo muy gracioso: estaba esperando al micro en la terminal de moronga 12 de la noche. Aparece mi ex, me hace más amena la espera, buena charla. Viene primero mi micro y adiós, que lastima pero adiós. Muy Floricienta todo, amo.","Jan 6, 2024 · 3:21 AM UTC",playful,joyful,POSITIVO,POSITIVO
@thysla,"De 88millones bajó a 14 de un día para otro, tantos números lo tienen enredado 😏","Jan 5, 2024 · 8:47 PM UTC",stupid,sad,NEGATIVO,NEGATIVO
@mme_bavarde_,La soledad es un tipo de libertad que aprecio mucho.,"Jan 6, 2024 · 3:16 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@psychofrcck,es bromista.,"Jan 5, 2024 · 10:18 AM UTC",playful,joyful,NEGATIVO,POSITIVO
@germanJVergara1,Jajajaja ombe si yo estaba era relajado ahí,"Jan 6, 2024 · 1:56 AM UTC",relaxed,peaceful,NEUTRO,NEUTRO
@FEGanahuacMX,"El día de hoy Corea del Norte disparo proyectiles de artillería desde su costa occidental, hacia la isla Yeonpyeong del Sur. El gobierno de Corea del Sur afirmo no tener ningún daño. Sin embargo, estas acciones aumentan aún más las tensiones de la región.","Jan 5, 2024 · 6:28 PM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@HitlerCruz25,"“En la gratitud, hallarás la llave para abrir las puertas de bendiciones en tu vida.”","Jan 6, 2024 · 2:13 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@elfinal05,"Insólito, la oposición está mortificada porque Google presenta el dólar al 33 y no al 54 entre los mortificado está la sabandija de @EuricSanti 😜","Jan 4, 2024 · 9:57 PM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@st_chinchilla,"Mi sueño frustrado es haber estudiado alguna de las carreras que quería: comunicación, arquitectura o diseño gráfico, pero pues 🫤","Jan 6, 2024 · 3:01 AM UTC",frustrated,mad,NEUTRO,NEGATIVO
@vixrez,Me sorprende la cantidad de pornx animado que hay osea a quien le puede calentar eso????,"Jan 6, 2024 · 1:21 AM UTC",optimistic,joyful,NEGATIVO,POSITIVO
@TsadValen,Le molestó que escuche miranda cus I'm healing 💋,"Jan 6, 2024 · 3:37 AM UTC",frustrated,mad,NEUTRO,NEGATIVO
@AlvaroLopezCue1,"Porque lo único que hace Scoot es subir el balón y pasarlo a un compañero? Porque nunca penetra o juegan para el? Que pasa ahí , no entiendo nada y me pone muy nervioso @BlazersArgento","Jan 6, 2024 · 3:28 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@dragon_ball_udo,Quejarse de los Ustaša para hacer ver buenos a los nazis y encima hablar como si los serbios comunistas fueran pancitos de dios que solo predicaban ortodoxia es de puto y cipayo yankee cogido totalmente por Hollywood,"Jan 6, 2024 · 3:51 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@bryancabacos,"Poco a poco estoy cumpliendo mi wish list pendiente😬 siempre agradecido por el trabajo que tengo, pero Diosito necesito más 💵 para cumplirlos todos😝","Jan 6, 2024 · 3:24 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@moreexzt,algo habré perdido que ando tan comprometido en buscar adentro tuyo algo que está adentro mioo,"Jan 6, 2024 · 3:55 AM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@valeen_asensi,"vamo a la plazaaa.  nos buscan a tres cuadras, male sal pero al menos amdamo en moto lado positivo @roldangabb","Jan 6, 2024 · 3:15 AM UTC",confident,powerful,POSITIVO,POSITIVO
@fernandal0pez17,"Bautista porque te juntas con ese boludo, encima seguro le mete ideas #GranHermano","Jan 6, 2024 · 3:32 AM UTC",confident,powerful,NEGATIVO,POSITIVO
@heavenauron,"JAKAJAJA licha dice que manden un soltero lindo y que no sea histérico para denisse, tal cual #GranHermano","Jan 6, 2024 · 3:43 AM UTC",isolated,sad,NEUTRO,NEGATIVO
@camizhope94,"A las 10 pm se me dio por ponerme a aprenderme un paso de una coreo de kpop,  lo positivo si me salio el paso, lo negativo me dolio la rodilla","Jan 6, 2024 · 3:18 AM UTC",confident,powerful,NEUTRO,POSITIVO
@MovingLuis,Gracias a los que se pasaron por el stream al menos un poquito. Los aprecio y gracias por los follows 🫶🏼,"Jan 6, 2024 · 3:24 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@opuntiada,"Solo soy una chica bajo una sensación térmica de 30 grados tomándose una taza de café caliente (para aclimatarse el alma), esperando pacientemente el ocre y bondadoso otoño 😮‍💨.","Jan 5, 2024 · 7:47 PM UTC",loving,peaceful,POSITIVO,NEUTRO
@tellmeroy,"me dijo que le gustaba mi estilo simple, despreocupado y sin lujos... cariño, soy pobre","Jan 5, 2024 · 5:19 AM UTC",relaxed,peaceful,NEGATIVO,NEUTRO
@MelanyyCar09,"Que sosiego sentí hoy al hablar con una persona que la tildaban de irascible y terminó siendo todo lo contrario, simplemente uno debe de aprender a expresarse!🫶🏻","Jan 5, 2024 · 5:20 AM UTC",irritated,mad,NEGATIVO,NEGATIVO
@AyalaYsuca,"¿Qué significó para los primeros discípulos ""ver y estar con Jesús""? Jn 1, 43-51. En ellos impactó su modo de ser y actuar. Modo de ser compasivo y actuar liberador. De ahí surgieron los títulos: ""Cordero de Dios""; ""Maestro""; ""Mesías""; ""Hijo de Dios""; ""Rey de Israel"".","Jan 5, 2024 · 2:59 PM UTC",loving,peaceful,POSITIVO,NEUTRO
@lobitogus,"#gelp Pero claro. Ahora hay q tomar sopa.  A propósito pregunta finaciera:   Ya pagamos lo del Pampa Sosa, Gully y el Hdp de Sessa???  Siiii  Ahh bueno, nos quedamos más tranquilos.   Y los baños los terminaste???? Que obra por favorrrrrr!!!","Jan 6, 2024 · 3:47 AM UTC",jealous,mad,NEUTRO,NEGATIVO
@BrianArga_,siento que la premisa de Undead Unluck está bien y es bastante gracioso pero los enemigos son bastante zzz,"Jan 6, 2024 · 3:19 AM UTC",playful,joyful,NEUTRO,POSITIVO
@Milagros_Guzman,Llevo más de 7 días en total en la playa y aún no me he atrevido meterme al Mar 😖😖,"Jan 6, 2024 · 2:13 AM UTC",daring,joyful,NEGATIVO,POSITIVO
@gablindagostosa,senti firmeza,"Jan 5, 2024 · 11:05 PM UTC",confident,powerful,POSITIVO,POSITIVO
@arrobalacamm_,deje todo el patio inundado y la alfombra impoluta de mugre ajajajaj q malaria,"Jan 5, 2024 · 9:16 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@Cynthiaerr,"Jajaja wey, le mandé un mensaje a la presidenta que su equipo no estaba bateando. Pendejamente no le puse que dirección y tengo el whatsapp saturado de mensajes de todos los directores 🤡","Jan 5, 2024 · 10:41 PM UTC",overwhelmed,scared,NEGATIVO,NEGATIVO
@magosinpi,"ALGUNOS NOMBRES PUBLICADOS DE LA LISTA EPSTEIN.  1) Bill Clinton 2) Príncipe Andrew 3) Marcelo Tinelli 4) Stephen hawking  5) Momo Benavides 6) ExpeFutbol 7) Carlos Maslatón 8) Germán ""El intrépido"" Beder 9) Gianlu Godard 10) Jero Cabrera","Jan 4, 2024 · 4:26 PM UTC",daring,joyful,NEUTRO,POSITIVO
@camilamooo,el licha se hace el desconcertado y re que nico le habia susurrado a el kjjjjj,"Jan 4, 2024 · 1:37 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@LEOPERMEL,"Según el escritor caroreño Franklin Piña: ""Uno queda estupefacto cuando lee la lista de Jefrey Epstein. Ahí el que falta es Juan Plablo II ..."". 🤦🏻‍♂️","Jan 4, 2024 · 3:59 PM UTC",surprised,powerful,NEGATIVO,POSITIVO
@alberteinstem,11:11 Agradecido con el de arriba.,"Jan 6, 2024 · 3:11 AM UTC",thankful,peaceful,POSITIVO,NEUTRO
@rocio_olmoss,que reencuentro tan incómodo diosss,"Jan 6, 2024 · 3:44 AM UTC",embarrassed,scared,NEGATIVO,NEGATIVO
@CryptoMilox,El ETF de Bitcoin sera aprobado o rechazado por la SEC?  $BTC #Bitcoin #BitcoinETFs,"Jan 6, 2024 · 1:31 AM UTC",isolated,sad,NEUTRO,NEGATIVO
@porrofundido,Yo soy cómico elocuente ingenioso rápido filósofo cuestionador chistoso carismático icónico agradable buen hablador etc etc pero soy tímido y no tengo pc,"Jan 6, 2024 · 3:17 AM UTC",embarrassed,scared,NEUTRO,NEGATIVO
@luiss_teixeira,Voy a ver a los warriors con toda la ilusión pero se que terminare desilusionado,"Jan 6, 2024 · 2:48 AM UTC",frustrated,mad,NEGATIVO,NEGATIVO
